가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
유어스베이크샵,서울특별시 양천구 목동서로 37 (목동) 하이베라스 1층 112호 (건물뒤편),베이커리,0,N,N,
구좌리얼크니손칼국수(강남대치직영점),서울특별시 강남구 남부순환로 2913 (대치동) B1층,"칼국수, 샤브샤브",0,N,N,
리플렉트커피로스팅랩,서울특별시 서초구 남부순환로347길 53 (서초동) 104호,"커피전문점, 카페",0,N,N,
청기와타운(발산마곡점),서울특별시 강서구 공항대로 291 (등촌동) 성원상떼뷰오피스텔 2층,"소고기구이, 소갈비",0,N,N,
청기와타운(강남점),서울특별시 강남구 강남대로78길 8 (역삼동) 1층,"소고기구이, 소갈비",0,N,N,
청기와타운(여의도점),서울특별시 영등포구 국회대로74길 9 (여의도동) 1층,"소고기구이, 소갈비",0,N,N,
청기와타운(가락점),서울특별시 송파구 송파대로30길 25 (가락동) 1층,"소고기구이, 소갈비",0,N,N,
청기와타운(길동점),서울특별시 강동구 양재대로 1424 (둔촌동) 1층,"소고기구이, 소갈비",0,N,N,
청기와타운(신사역점),"서울특별시 강남구 강남대로 598 (논현동) 지상1층,지하1층","소고기구이, 소갈비",0,N,N,
청기와타운(잠실점),서울특별시 송파구 오금로 125 (방이동) 1층,"소고기구이, 소갈비",0,N,N,
청기와타운(목동점),서울특별시 양천구 목동동로 293 (목동) 2층,"소고기구이, 소갈비",0,N,N,
코메벤또,서울특별시 송파구 법원로11길 12 (문정동) 한양타워 2층,"일식오마카세, 벤토",0,N,N,
비플리끄그릴,서울특별시 강남구 언주로148길 29 (논현동) 한원빌딩 1층,한우오마카세,0,N,N,
미드데이썬,서울특별시 강동구 양재대로91나길 55 (성내동),카페,0,N,N,
센자이료쿠,서울특별시 강남구 선릉로161길 15-3 (신사동),라멘,0,N,N,
애니오케이션,서울특별시 강남구 도산대로51길 14 (신사동),"베이글, 델리",0,N,N,
뉴욕라츠오베이글스,서울특별시 강남구 압구정로48길 28 (신사동),베이글,0,N,N,
앙뿌,서울특별시 관악구 관악로14가길 6 (봉천동),"구움과자, 디저트전문점",0,N,N,
다이닝고,서울특별시 서초구 사평대로26길 47 (반포동) 주혁빌딩 1층,모던재패니즈,0,N,N,
크라이베이비,서울특별시 강남구 압구정로42길 22 (신사동) 세화빌딩 1층,"바, 카페",0,N,N,
오가네족발,서울특별시 강남구 논현로36길 21 (도곡동),"족발, 보쌈",0,N,N,
고에몬(강남점),서울특별시 서초구 서초대로77길 7 (서초동),퓨전일식,0,N,N,
기계실,서울특별시 서초구 사평대로53길 22 (반포동) 1층 102호,전기구이통닭,0,N,N,
낙소당(길동점),서울특별시 강동구 진황도로 103 (길동),"소곱창, 곱창전골",0,N,N,
화곡수육(본점),서울특별시 강서구 화곡로13길 10 (화곡동) 1층,"수육, 보쌈",0,N,N,
회뜨는중(영등포점),서울특별시 영등포구 영등포로 248 (영등포동3가) 대흥빌딩,생선회,0,N,N,
민똣,서울특별시 영등포구 당산로10길 28-1 (당산동1가),베트남식,0,N,N,
미러볼밥술상,서울특별시 양천구 신월로 312-1 (신정동) 우정빌딩 1층,막걸리전문점,0,N,N,
스톤504스테이크하우스,서울특별시 동작구 상도로61길 54 (상도동) 1층,스테이크,0,N,N,
타카이,서울특별시 강남구 학동로53길 19 (논현동) 1층 타카이,"라멘, 이자카야",0,N,N,
피그백,서울특별시 강서구 화곡로21길 35 (화곡동) 1층,돼지고기구이,0,N,N,
징기스칸슌,서울특별시 강남구 테헤란로64길 13 (대치동) 풍림아이원레몬 1층 107호,일식징기스칸,0,N,N,
코미오,서울특별시 금천구 가산디지털2로 142-13 (가산동),"라멘, 야키니쿠",0,N,N,
쿨키즈쿠키,서울특별시 송파구 송파대로48길 7 (송파동) 세영빌딩 102호,쿠키,0,N,N,
티토커피,서울특별시 영등포구 국회대로76길 16 (여의도동) 1층,카페,0,N,N,
청류벽,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤 1층,"막국수, 보쌈",0,N,N,
해우담,서울특별시 서초구 강남대로 349 (서초동) 우남빌딩 지하 1층,한정식,0,N,N,
양상블,서울특별시 영등포구 도림로141가길 36 (문래동4가) 1층,양고기,0,N,N,
보글보글부대찌개,서울특별시 영등포구 국제금융로6길 33 (여의도동) 맨하탄빌딩(구)여의도백화점 지하1층,부대찌개,0,N,N,
남천1번국밥,서울특별시 강남구 테헤란로81길 51 (삼성동) 연남빌딩,순대국밥,0,N,N,
맨프롬오키나와사시미바,서울특별시 관악구 관악로12길 30 (봉천동) 1층,이자카야,0,N,N,
명갈비곰탕,서울특별시 서초구 서운로6길 26 (서초동) 지훈빌딩 1층,"곰탕, 갈비탕",0,N,N,
비와별닭갈비(잠실직영점),서울특별시 송파구 삼학사로 100 (석촌동),닭갈비,0,N,N,
함포해장(서초점),서울특별시 서초구 반포대로 106 (서초동) 태홍빌딩,"선지해장국, 곰탕, 곱창전골",0,N,N,
피그커피(교대점),서울특별시 서초구 사임당로17길 123 (서초동),일본디저트,0,N,N,
나따오비까(대치점),서울특별시 강남구 선릉로64길 26 (대치동),"에그타르트, 타르트, 카페",0,N,N,
일편등심(마곡나루점),서울특별시 강서구 마곡중앙로 171 (마곡동) 마곡안강 프라이빗타워 2차 212호,소고기구이,0,N,N,
브런치나인,서울특별시 강서구 공항대로 212 (마곡동) 문영퀸즈파크 11차 A 126호,브런치카페,0,N,N,
라바트리(방배),서울특별시 서초구 서초대로27길 33 (방배동) 예전빌딩 지하1층,"스콘, 쿠키, 카페",0,N,N,
포인비에트,서울특별시 강남구 선릉로129길 15 (논현동) 예성빌딩 2층,베트남식,0,N,N,
화룽마라룽샤,서울특별시 영등포구 대림로29길 13 (대림동) 쌍용플래티넘 S 1층,동북식중식,0,N,N,
양대명가,서울특별시 서초구 나루터로 77 (잠원동),"소곱창, 돼지막창",0,N,N,
안동국시,서울특별시 강남구 언주로167길 46 (신사동) 제일빌딩 2층,일반한식,0,N,N,
피터폴앤메리,서울특별시 강남구 압구정로28길 22-9 (신사동),"바, 카페",0,N,N,
유성옥돼지국밥(서초본점),서울특별시 서초구 서초대로51길 14 (서초동) JH엘로펌애비뉴빌딩 104호,돼지국밥,0,N,N,
신선옥(본점),서울특별시 강남구 자곡로 172 (자곡동) 강남엑슬루프라임 1층 116호,일반한식,0,N,N,
신사꽃게당,서울특별시 강남구 강남대로160길 11 (신사동) 승운빌딩,"꽃게, 게장",0,N,N,
온도계,서울특별시 강동구 천호대로158길 15 (성내동) 1층,닭갈비,0,N,N,
세이류,서울특별시 송파구 올림픽로35가길 9 (신천동) 잠실푸르지오월드마크 지하 1층 B35호,스시,0,N,N,
화곡영양족발,서울특별시 강서구 초록마을로2길 48 (화곡동) 1층,족발,0,N,N,
잔상,서울특별시 서초구 언남1길 3 (양재동),커피전문점,0,N,N,
묘오또,서울특별시 서초구 방배로28길 16 (방배동) 세광빌딩,일식우동,0,N,N,
천미미(가락점),서울특별시 송파구 송파대로28길 20 (가락동) 세화빌딩 1층,일반중식,0,N,N,
월화식당(영등포점),서울특별시 영등포구 영등포로50길 8-3 (영등포동3가),"삼겹살, 소고기구이",0,N,N,
월화식당(신도림점),서울특별시 구로구 경인로 661 (신도림동) 신도림1차푸르지오 125호,"삼겹살, 소고기구이",0,N,N,
월화식당(구로디지털단지역점),서울특별시 구로구 디지털로32길 79 (구로동) 조영빌딩,"삼겹살, 소고기구이",0,N,N,
월화식당(마곡점),"서울특별시 강서구 강서로 391 (마곡동) 문영비즈웍스 109호, 110호","삼겹살, 소고기구이",0,N,N,
곱(강남점),서울특별시 강남구 역삼로3길 12 (역삼동),소곱창,0,N,N,
신림춘천집(구로디지털직영점),서울특별시 구로구 디지털로32나길 17-23 (구로동) 우남산업,닭갈비,0,N,N,
부안애서(서초점),서울특별시 서초구 남부순환로347길 101 (서초동),"닭볶음탕, 굴비, 꼬막",0,N,N,
연풍민락,서울특별시 강동구 천호대로157길 18 (천호동) 2층,이자카야,0,N,N,
미테이블(교대직영점),서울특별시 서초구 반포대로30길 44-5 (서초동) 파크뷰빌딩 2층,파스타,0,N,N,
브링미커피 브루어스,서울특별시 영등포구 선유로33길 15 (양평동3가) 에이스테크노타워 B101호,카페,0,N,N,
땡순이아구찜본점,서울특별시 강서구 마곡중앙로 161-22 (마곡동) 마곡일성트루엣오피스텔 A동 2층 201~204호,"해물탕, 아귀",0,N,N,
심온,서울특별시 서초구 양재천로 103-3 (양재동) 1층 심온,카페,0,N,N,
메리앤메리 카페,서울특별시 송파구 풍성로26길 54 (풍납동),"카페, 팬케이크",0,N,N,
트키도산,서울특별시 강남구 도산대로45길 10-2 (신사동) 내잔빌딩 1층,카페,0,N,N,
로스터리카페포텐셜,서울특별시 강동구 양재대로136길 44 (명일동),"커피전문점, 카페",0,N,N,
모어매니모어,서울특별시 강남구 도산대로66길 19 (청담동) 제니스청담 1층,햄버거,0,N,N,
카페버킷리스트,서울특별시 영등포구 당산로 109-2 (당산동3가),"커피전문점, 카페",0,N,N,
스시아오타,서울특별시 강남구 선릉로145길 5-12 (논현동) 상조빌딩 101호,스시,0,N,N,
퀸실내포차,서울특별시 강남구 강남대로158길 12 (신사동),"해물포차, 한식주점",0,N,N,
어니스크,서울특별시 서초구 효령로25길 27 (방배동),베이커리,0,N,N,
흑산도홍탁,서울특별시 서초구 방배천로 44 (방배동),홍어,0,N,N,
이대감명품막창,서울특별시 관악구 장군봉1길 46 (봉천동),"족발, 돼지막창",0,N,N,
하영호신촌설렁탕,서울특별시 강남구 논현로28길 36 (도곡동),설렁탕,0,N,N,
인뉴욕,서울특별시 강남구 도산대로45길 8-3 (신사동) 쿠키빌딩 103호,이탈리아식,0,N,N,
맘마키키,서울특별시 서초구 서래로10길 9 (반포동) 서래빌딩 1층,와인바,0,N,N,
한스크라상,서울특별시 영등포구 국제금융로 78 (여의도동) 홍우빌딩 1층 124호,크루아상,0,N,N,
듀레스트,서울특별시 관악구 관악로14길 50 (봉천동),케이크,0,N,N,
봉게짬뽕(강남역본점),서울특별시 강남구 봉은사로6길 23 (역삼동),일반중식,0,N,N,
신사890,서울특별시 강남구 강남대로152길 26 (신사동) 세현빌딩 2층,다이닝바,0,N,N,
바이우,서울특별시 서초구 양재천로21길 42 (양재동) 코너스톤B,스시,0,N,N,
미스터향,서울특별시 영등포구 여의나루로 60 (여의도동) 포스트타워,일반중식,0,N,N,
스크렘,서울특별시 강남구 봉은사로4길 17 (역삼동),"구움과자, 카페",0,N,N,
고렝,서울특별시 동작구 상도로61길 72 (상도동) 제이플러스 1층,"베트남식, 태국식, 인도네시아식",0,N,N,
여의도 우아동 우동소바왕돈까스,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 지하 1층 B139호,"돈가스, 우동, 메밀국수",0,N,N,
토다베이글(서초점),서울특별시 서초구 반포대로14길 26 (서초동),베이글,0,N,N,
리틀채스우드,서울특별시 강동구 성내로3가길 23 (성내동) 1층 리틀채스우드,커피전문점,0,N,N,
2도에이징(남성역점),서울특별시 동작구 사당로 185-1 (사당동),돼지고기구이,0,N,N,
냠냠물고기(2호점),서울특별시 송파구 송이로 135 (가락동) 6층,일식오마카세,0,N,N,
고다이(청담점),서울특별시 강남구 도산대로50길 13 (논현동) 논현빌딩,양고기,0,N,N,
진양재순대(삼성점),서울특별시 강남구 봉은사로114길 38 (삼성동) 경인빌딩,순댓국,0,N,N,
스시민(영등포점),서울특별시 영등포구 영등포로 201-1 (영등포동6가),회전스시,0,N,N,
레드플랜트(마곡점),서울특별시 강서구 마곡중앙8로5길 11 (마곡동) 마곡파인스퀘어Ⅲ 101호,카페,0,N,N,
맨프롬오키나와하이볼바,서울특별시 송파구 백제고분로45길 24-18 (송파동) 2층 201호,바,0,N,N,
완도산회특급포차(가락본점),서울특별시 송파구 중대로9길 42 (가락동),"생선회, 물회",0,N,N,
정숙성,서울특별시 관악구 남부순환로226길 31 (봉천동),돼지고기구이,0,N,N,
삼미집,서울특별시 강남구 도산대로89길 24 (청담동),"한식주점, 해물",0,N,N,
마히나비건테이블,서울특별시 강남구 논현로175길 75 (신사동) 동인빌딩 2층,비건,0,N,N,
히어커피,서울특별시 서초구 강남대로10길 6 (양재동),"커피전문점, 카페",0,N,N,
동봉관,서울특별시 강남구 도곡로37길 38 (역삼동),돼지곰탕,0,N,N,
인량,서울특별시 강남구 강남대로140길 9 (논현동) 비피유빌딩 지하1층,훠궈,0,N,N,
와니스,서울특별시 강남구 압구정로34길 11 (신사동) 압구정스퀘어,일식,0,N,N,
춘향골남원추어탕,서울특별시 송파구 위례성대로22길 18 (오금동) 이시돌빌딩,추어탕,0,N,N,
삼호짱뚱이,서울특별시 강남구 도산대로34길 11 (논현동) 삼우빌딩 1층,"홍어, 짱뚱어, 민어",0,N,N,
쏘이313,서울특별시 서초구 방배중앙로 196 (방배동) 1층 쏘이313,태국식,0,N,N,
칠성집갈매기(문정본점),서울특별시 송파구 법원로11길 7 (문정동),돼지고기구이,0,N,N,
서초정,서울특별시 서초구 강남대로53길 12 (서초동) 지하 1층 101호,한식주점,0,N,N,
러셀도넛,서울특별시 강동구 양재대로89길 60 (성내동),"도넛, 베이커리",0,N,N,
싱어리,서울특별시 송파구 올림픽로34길 27-22 (방이동) 1층 싱어리,한식주점,0,N,N,
영동소곱창,서울특별시 강남구 강남대로152길 23 (신사동),소곱창,0,N,N,
플루엣,서울특별시 송파구 동남로 102 (문정동) 레이 102 1층,베이커리,0,N,N,
아랑솥뚜껑(양재본점),서울특별시 서초구 강남대로6길 22 (양재동) 성원빌딩,"삼겹살, 돼지고기구이",0,N,N,
오더,서울특별시 강남구 봉은사로82길 27 (삼성동) 아스텔빌딩 1층,"커피전문점, 베이커리",0,N,N,
양재박삼겹,서울특별시 서초구 마방로10길 54-1 (양재동),삼겹살,0,N,N,
로드샌드위치(잠실점),서울특별시 송파구 백제고분로18길 25 (잠실동) 102호,"샌드위치, 카페",0,N,N,
완도산회(송파별관),서울특별시 송파구 백제고분로 395 (송파동) 1층,"물회, 생선회, 생선매운탕",0,N,N,
완도산회(삼전점),서울특별시 송파구 삼전로10길 58 (삼전동) 태양빌딩 1층,"물회, 생선회, 생선매운탕",0,N,N,
오성식당(역삼점),서울특별시 강남구 테헤란로33길 13 (역삼동) 2층 오성식당,"돼지등갈비, 곤드레밥",0,N,N,
커피나인(테헤란로점),서울특별시 강남구 강남대로94길 87 (역삼동),커피전문점,0,N,N,
쿠이대식당,서울특별시 양천구 목동동로 293 (목동) 지층 지비-09,"일식덮밥, 일본가정식",0,N,N,
온유월솥뚜껑삼겹살,"서울특별시 서초구 신반포로 219 (잠원동) 반포쇼핑타운 8동 지하1층 13호, 14호",돼지고기구이,0,N,N,
천미미(삼성점),서울특별시 강남구 삼성로 534 (삼성동) 싹아트센터 1층,일반중식,0,N,N,
흐르르,서울특별시 서초구 잠원로 201-12 (잠원동),"베이글, 디저트전문점",0,N,N,
일일양(석촌호수점),서울특별시 송파구 송파대로49길 52 (석촌동) 석촌호수 나인파크 A-107호,일식징기스칸,0,N,N,
탕탕집(논현본점),"서울특별시 강남구 학동로4길 12 (논현동) 1,2층","뼈다귀해장국, 갈비탕",0,N,N,
컨트리보이,서울특별시 서초구 방배로27길 53 (방배동),베이커리,0,N,N,
구월의소철,서울특별시 강남구 학동로 343 (논현동) 더 피나클 강남,"한식주점, 육사시미",0,N,N,
일도불백,서울특별시 송파구 마천로45길 30 (마천동) 1층,돼지불고기,0,N,N,
우모크,서울특별시 강남구 언주로170길 22 (신사동) 지하 2층,한우오마카세,0,N,N,
브니엘커피로스터스,서울특별시 양천구 가로공원로56길 27-1 (신월동),커피전문점,0,N,N,
참족,서울특별시 강남구 도곡로2길 14 (도곡동),족발,0,N,N,
앙떼띠 커피로스터리,서울특별시 강남구 영동대로 326 (대치동) 3층,"구움과자, 카페",0,N,N,
사계천면관,서울특별시 영등포구 디지털로37가길 1 (대림동),"마라룽샤, 사천식중식",0,N,N,
한라산식당,서울특별시 강남구 도산대로81길 51 (청담동) 루미안빌딩,제주음식,0,N,N,
마일스톤커피로스터스,서울특별시 강남구 논현로159길 49 (신사동),"커피전문점, 카페",0,N,N,
토영자갈치곰장어,서울특별시 강남구 학동로2길 20 (논현동) 창빌딩 1층,곰장어,0,N,N,
주주포차,서울특별시 강남구 도산대로50길 5 (논현동),한식주점,0,N,N,
피오렌티나,서울특별시 강남구 논현로 841 (신사동) JB 미소빌딩 104호,이탈리아식,0,N,N,
퀸스파크,서울특별시 강남구 압구정로60길 22 (청담동),"영국식, 카페",0,N,N,
빨간의자집(강남역점),서울특별시 강남구 테헤란로1길 28-13 (역삼동) 1층,"돼지고기구이, 바비큐",0,N,N,
에이치앰퍼샌드,서울특별시 강동구 고덕로83길 156 (고덕동),커피전문점,0,N,N,
닥터로빈(강서점),서울특별시 강서구 공항대로 396 (화곡동),이탈리아식,0,N,N,
김씨마구로프리미어(역삼센터필드점),서울특별시 강남구 테헤란로 231 (역삼동) 센터필드 지하 1층 (스타벅스 옆),참치,0,N,N,
우나기모토,서울특별시 강서구 공항대로38길 49 (내발산동) 성원빌딩 2층,일식장어,0,N,N,
이화원(오크우드),서울특별시 강남구 테헤란로87길 46 (삼성동) 호텔 오크우드 프리미어 3F,일반중식,0,N,N,
금성관나주곰탕(구로직영점),서울특별시 구로구 디지털로32길 92 (구로동) 미래타워 1층 102호,"곰탕, 수육",0,N,N,
이츠모라멘(신림점),서울특별시 관악구 신림로68길 7 (신림동) 1층,라멘,0,N,N,
원할머니보쌈족발(논현직영점),서울특별시 강남구 강남대로120길 9 (논현동),"보쌈, 한식주점",0,N,N,
마르케,서울특별시 강남구 강남대로124길 5 (논현동) 1층,베이커리,0,N,N,
갈비세상,서울특별시 서초구 남부순환로350길 17 (양재동),소고기구이,0,N,N,
르플로르,서울특별시 양천구 목동동로 177 (신정동) 삼성쉐르빌2,카페,0,N,N,
로와이드압구정,"서울특별시 강남구 압구정로 146 (신사동) 1, 2층 로와이드","브런치카페, 베이커리",0,N,N,
닭장맥주(서울대입구점),서울특별시 관악구 관악로14길 70 (봉천동) 2층,"프라이드치킨, 호프",0,N,N,
닭장맥주(발산점),서울특별시 강서구 마곡중앙6로 66 (마곡동) 퀸즈파크텐 112호 닭장맥주,"프라이드치킨, 호프",0,N,N,
냠냠물고기,서울특별시 송파구 송파대로30길 41-21 (가락동),생선회,0,N,N,
미면정(양재본점),서울특별시 강남구 남부순환로365길 22 (도곡동) 오이빌딩,"칼국수, 샤브샤브",0,N,N,
차이들(논현점),서울특별시 서초구 신반포로45길 9-18 (잠원동),모던차이니즈,0,N,N,
빌베이커리,서울특별시 관악구 쑥고개로 96 (봉천동),베이커리,0,N,N,
피그커피(역삼점),서울특별시 강남구 언주로97길 15 (역삼동) 1층 피그커피,카페,0,N,N,
징관청훠궈,서울특별시 강남구 강남대로156길 35 (신사동),"훠궈, 사천식중식",0,N,N,
안밀,서울특별시 관악구 남부순환로 1945 (봉천동) 장평타워 1층,"커피전문점, 카페",0,N,N,
미아전,서울특별시 강남구 언주로164길 34-1 (신사동) 1층,"퓨전한식, 전, 와인바",0,N,N,
얌타이,서울특별시 송파구 송파대로 167 (문정동) 문정역테라타워 A동 105,태국식,0,N,N,
추계제빵소,서울특별시 영등포구 도신로60길 18 (신길동) 1층,베이커리,0,N,N,
호랑가시 베이커리 카페,서울특별시 강남구 봉은사로6길 32 (역삼동),베이커리,0,N,N,
셀렉커피랩,서울특별시 강남구 테헤란로39길 50 (역삼동),카페,0,N,N,
켄싱턴호텔여의도뉴욕뉴욕,서울특별시 영등포구 국회대로76길 16 (여의도동) 켄싱턴호텔 여의도,양식,0,N,N,
청간막국수,서울특별시 서초구 서초대로78길 22 (서초동) 홍우제2빌딩 2층,"막국수, 설렁탕, 수육",0,N,N,
바이완,서울특별시 송파구 백제고분로7길 58 (잠실동) 영우빌딩 202호,일반중식,0,N,N,
킷사텐(발산점),서울특별시 강서구 강서로 404 (등촌동),"푸딩, 디저트전문점",0,N,N,
유케집(논현점),서울특별시 강남구 강남대로114길 10 (논현동) 1층 102호,"육회, 육사시미",0,N,N,
을지다락(여의도점),서울특별시 영등포구 여의나루로 50 (여의도동),파스타,0,N,N,
브레드컴퍼니쉐프조,서울특별시 영등포구 당산로31길 20 (당산동3가),케이크,0,N,N,
쉐프조부띠끄,서울특별시 영등포구 양산로31길 4 (영등포동7가) 1층,케이크,0,N,N,
스몰톡커피,서울특별시 강남구 언주로98길 30 (역삼동) 101호,커피전문점,0,N,N,
프로퍼커피바(2호점),서울특별시 송파구 오금로31가길 20 (방이동) 대림상가 1층,브런치카페,0,N,N,
하시라도(강동구청점),서울특별시 강동구 올림픽로48길 31-25 (성내동),이자카야,0,N,N,
명정루(역삼점),서울특별시 강남구 논현로94길 19 (역삼동),"중식주점, 일반중식",0,N,N,
명정루(양재점),서울특별시 서초구 남부순환로347길 23 (서초동) 유진빌딩,"일반중식, 중식주점",0,N,N,
국고집(대치점),서울특별시 강남구 선릉로86길 30 (대치동) 지하 1층,"소고기구이, 돼지고기구이",0,N,N,
한티옥(영등포점),서울특별시 영등포구 경인로 846 (영등포동) 롯데백화점 지하 1층 한티옥,"소고기국밥, 설렁탕",0,N,N,
조르노에노떼,서울특별시 송파구 오금로29길 4-1 (방이동) 101호,이탈리아식,0,N,N,
진리참숯구이,서울특별시 양천구 목동중앙북로 7-38 (목동),"삼겹살, 돼지고기구이",0,N,N,
진도울돌목가는길,서울특별시 서초구 서초대로40길 41 (서초동) 대호IR빌딩,"남도음식, 한정식",0,N,N,
우찬,서울특별시 강남구 도산대로6길 5 (논현동),소고기구이,0,N,N,
호주,서울특별시 서초구 서초중앙로 51 (서초동) 서초신성미소시티,이자카야,0,N,N,
배산임수,서울특별시 강남구 영동대로106길 9 (삼성동) S&J 빌딩 5층,"한식주점, 와인바",0,N,N,
서초커피작업실,서울특별시 서초구 효령로72길 2 (서초동) 현대상가 1층,커피전문점,0,N,N,
오쎄,서울특별시 서초구 방배천로4안길 32 (방배동) 방배그리나힐,카페,0,N,N,
카페플롬,서울특별시 관악구 조원로2길 7 (신림동),커피전문점,0,N,N,
율고떡방,서울특별시 서초구 명달로 52-9 (서초동) 소강빌딩,떡,0,N,N,
자주식당,서울특별시 강남구 강남대로156길 17 (신사동),한식주점,0,N,N,
한우전문점 우의정,서울특별시 영등포구 대림로 180 (대림동),소고기구이,0,N,N,
클로리스티앤커피(역삼FGC점),서울특별시 강남구 테헤란로 152 (역삼동) 강남파이낸스센터 지하 1층,티카페,0,N,N,
샹하오,서울특별시 영등포구 국회대로76길 16 (여의도동) 렉싱턴호텔 별관 3층,일반중식,0,N,N,
헤야,서울특별시 강남구 논현로138길 4 (논현동),일본가정식,0,N,N,
토모,서울특별시 강남구 압구정로28길 25 (신사동),로바다야키,0,N,N,
로운샤브샤브(NC백화점송파점),서울특별시 송파구 충민로 66 (문정동) 가든파이브라이프,샤브샤브,0,N,N,
달그락뭉티기(성내점),서울특별시 강동구 올림픽로48길 31-31 (성내동) 1층,"뭉티기, 육회",0,N,N,
멘노아지(강남본점),서울특별시 강남구 강남대로94길 27 (역삼동) 대종빌딩 1층,라멘,0,N,N,
그리고문래,서울특별시 영등포구 도림로 440-22 (문래동3가),한식주점,0,N,N,
꼬미다 큐큐큐,"서울특별시 서초구 강남대로12길 41 (양재동) , 동우빌딩 101, 102호",스페인식,0,N,N,
카메야라멘,서울특별시 강서구 강서로 489-4 (가양동) 2층,라멘,0,N,N,
낀티엔,서울특별시 서초구 서초대로23길 9 (방배동) 태희빌딩 102호,베트남식,0,N,N,
그릴러즈,서울특별시 영등포구 도림로 440-13 (문래동3가) 1층,바비큐,0,N,N,
마구로동우니도,서울특별시 강남구 선릉로93길 11 (역삼동) 1층,카이센동,0,N,N,
코너피자조인트 압구정,서울특별시 강남구 도산대로51길 37 (신사동) 1층,미국식피자,0,N,N,
커피나인(가산디지털점),서울특별시 금천구 디지털로9길 32 (가산동) 갑을그레이트밸리,커피전문점,0,N,N,
오늘통닭(강남역점),서울특별시 서초구 서초대로74길 33 (서초동) 비트빌 빌딩,"통닭, 프라이드치킨",0,N,N,
한양중식(문정점),서울특별시 송파구 송파대로 167 (문정동) 문정역테라타워 A동205호,일반중식,0,N,N,
카페토다,서울특별시 서초구 성촌6길 39 (우면동),베이글,0,N,N,
서울객점,서울특별시 영등포구 선유동2로 73 (양평동4가) 경수빌딩 202호,"일반한식, 한식주점",0,N,N,
파스타트리오,서울특별시 서초구 강남대로 545-15 (반포동) 미주빌딩 1층 102호,파스타,0,N,N,
베르데 문래,서울특별시 영등포구 도림로139가길 5 (문래동2가),"다이닝펍, 브런치카페",0,N,N,
우드그린4717,서울특별시 송파구 위례성대로16길 10 (방이동),"피자, 파스타, 이탈리아식",0,N,N,
Lu307,서울특별시 강남구 압구정로10길 30-7 (신사동),"이자카야, 야키토리",0,N,N,
탐라도야지,서울특별시 강남구 삼성로104길 13 (삼성동),"삼겹살, 돼지고기구이",0,N,N,
알고리즘,서울특별시 강남구 도산대로49길 8 (신사동) YK빌딩 2층,컨템포러리,0,N,N,
레스파스,서울특별시 송파구 잠실로 209 (신천동) 소피텔엠버서더 6층,카페,0,N,N,
우블링,서울특별시 강남구 도산대로 406 (청담동) 청담퍼스트타워 1층 102호,한우오마카세,0,N,N,
코른베르크,서울특별시 송파구 중대로 24 (문정동) 올림픽훼밀리타운 A상가 101호,베이커리,0,N,N,
펄쉘,서울특별시 강남구 도산대로55길 45 (청담동) 십이.이.사.칠빌딩,오이스터바,0,N,N,
소울브레드,서울특별시 서초구 바우뫼로7길 27 (우면동) 동양상가 201호,베이커리,0,N,N,
오떡,서울특별시 송파구 송파대로38길 23 (송파동),떡볶이,0,N,N,
인동상회포항집,서울특별시 서초구 강남대로83길 23 (반포동),과메기,0,N,N,
소풍,서울특별시 강남구 논현로176길 28 (신사동),분식,0,N,N,
진대감(논현본점),서울특별시 강남구 학동로38길 38 (논현동),"소고기구이, 조개구이",0,N,N,
황태본가,서울특별시 영등포구 국제금융로2길 37 (여의도동) 에스트레뉴 3층,황태,0,N,N,
쇼쿠지(양재점),서울특별시 서초구 서운로6길 19 (서초동) 1층,"일식덮밥, 텐동",0,N,N,
오쿠쿠베이커리,서울특별시 송파구 백제고분로 459 (방이동),크루아상,0,N,N,
MUU한우다이닝(논현본점),서울특별시 강남구 강남대로122길 55 (논현동),한우오마카세,0,N,N,
스몰톡커피(역삼점),서울특별시 강남구 테헤란로38길 5 (역삼동) 101호,커피전문점,0,N,N,
샌드커피논탄토(목동점),서울특별시 양천구 목동동로 257 (목동) 현대하이페리온 지하2층,"커피전문점, 카이막",0,N,N,
임금돼지(잠실점),서울특별시 송파구 송파대로 471 (석촌동) 1층,돼지고기구이,0,N,N,
쁘띠문래,서울특별시 영등포구 선유로17길 24 (문래동6가) 1층,다이닝바,0,N,N,
빠다상점,"서울특별시 송파구 송파대로 345 (가락동) 헬리오시티 상가 1A동 지하1층 67,68호","구움과자, 쿠키",0,N,N,
회상,서울특별시 영등포구 도림로133길 3 (문래동2가),생선회,0,N,N,
레자미오네뜨,서울특별시 강남구 학동로5길 5 (논현동) 1층,베이커리,0,N,N,
부안애서,서울특별시 서초구 청계산로 223 (신원동),닭볶음탕,0,N,N,
돈구멍(마곡본점),서울특별시 강서구 마곡동로 62 (마곡동) 마곡사이언스타워,돼지고기구이,0,N,N,
오백년장어(등촌점),서울특별시 강서구 공항대로 367 (등촌동) 4층,붕장어,0,N,N,
앵글드,서울특별시 강서구 양천로10길 38 (방화동) 신마곡벽산블루밍 103동 상가 101호,카페,0,N,N,
이국도산,서울특별시 강남구 언주로164길 17 (신사동),파스타,0,N,N,
