가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
티브커피하우스,"서울특별시 마포구 동교로51안길 11 (연남동) 1, 2층",카페,0,N,N,
낫띵뉴,서울특별시 마포구 와우산로 39-13 (상수동) 2층,카페,0,N,N,
다이닝마,서울특별시 강남구 언주로152길 8 (신사동) 유일빌딩 2층,일반중식,3,N,Y,서울 2025 선정
쵸이닷,서울특별시 강남구 도산대로 457 (청담동) 앙스돔빌딩 3층,"이노베이티브퀴진, 분자요리, 이탈리아식",3,Y,Y,레드리본 선정 서울 2025 선정
비스트로드욘트빌,서울특별시 강남구 선릉로158길 13-7 (청담동) 이안빌딩 1층,프랑스식,3,N,Y,서울 2025 선정
밍글스,서울특별시 강남구 도산대로67길 19 (청담동) 힐탑빌딩 2층,뉴코리안,3,N,Y,서울 2025 선정
라미띠에,서울특별시 강남구 도산대로67길 30 (청담동) 2층,프랑스식,3,N,Y,서울 2025 선정
권숙수,서울특별시 강남구 압구정로80길 37 (청담동) 이에스빌딩 4층,모던한식,3,N,Y,서울 2025 선정
레스쁘아,"서울특별시 강남구 도산대로56길 10 (청담동) 2, 3층",프랑스식,3,Y,Y,레드리본 선정 서울 2025 선정
벽제갈비더청담,서울특별시 강남구 도산대로81길 25 (청담동) 조은빌딩 1층,"소고기구이, 한우오마카세",3,Y,Y,레드리본 선정 서울 2025 선정
홍보각,서울특별시 강남구 봉은사로 130 (역삼동) 노보텔앰배서더강남서울 LL층,일반중식,3,Y,Y,레드리본 선정 서울 2025 선정
낙원,서울특별시 강서구 방화대로 94 (외발산동) 메이필드호텔 1층,"소갈비, 소고기구이",3,Y,Y,레드리본 선정 서울 2025 선정
삼원가든,서울특별시 강남구 언주로 835 (신사동),"소갈비, 소고기구이, 한우오마카세",3,Y,Y,레드리본 선정 서울 2025 선정
강민철레스토랑,서울특별시 강남구 도산대로63길 18 (청담동) 청담빌딩 5층,프랑스식,3,N,Y,서울 2025 선정
파씨오네,서울특별시 강남구 언주로164길 39 (신사동) 2층,프랑스식,3,N,Y,서울 2025 선정
세븐스도어,서울특별시 강남구 학동로97길 41 (청담동) 리유빌딩 4층,컨템포러리,3,N,Y,서울 2025 선정
봉래헌,서울특별시 강서구 방화대로 94 (외발산동) 메이필드호텔,한정식,3,N,Y,서울 2025 선정
미피아체,서울특별시 강남구 도산대로70길 34 (청담동),"이탈리아식, 파스타",3,Y,Y,레드리본 선정 서울 2025 선정
정식당,서울특별시 강남구 선릉로158길 11 (청담동),"모던한식, 뉴코리안",3,N,Y,서울 2025 선정
스와니예,서울특별시 강남구 강남대로 652 (신사동) 신사스퀘어 2층,컨템포러리,3,N,Y,서울 2025 선정
알라프리마,서울특별시 강남구 학동로17길 13 (논현동),컨템포러리,3,N,Y,서울 2025 선정
무오키,서울특별시 강남구 학동로55길 12-12 (청담동),"컨템포러리, 프랑스식",3,N,Y,서울 2025 선정
고료리켄,서울특별시 강남구 언주로152길 15-3 (신사동) 2층,"모던재패니즈, 컨템포러리",3,N,Y,서울 2025 선정
미토우,서울특별시 강남구 도산대로70길 24 (청담동),가이세키,3,N,Y,서울 2025 선정
코자차,서울특별시 강남구 학동로97길 17 (청담동),"이노베이티브퀴진, 일식, 모던차이니즈",3,Y,Y,레드리본 선정 서울 2025 선정
이타닉가든,서울특별시 강남구 테헤란로 231 (역삼동) 조선팰리스강남 36층,뉴코리안,3,N,Y,서울 2025 선정
솔밤,서울특별시 강남구 학동로 231 (논현동) 논현백영센터 2층,뉴코리안,3,N,Y,서울 2025 선정
듀자미,서울특별시 강남구 도산대로11길 28 (신사동),디저트전문점,2,N,Y,서울 2025 선정
브레드피트,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬아이비 지하1층 129호,베이커리,2,N,Y,서울 2025 선정
오뗄두스,서울특별시 서초구 서래로10길 9 (반포동) 서래빌딩,디저트전문점,2,N,Y,서울 2025 선정
버드나무집,서울특별시 서초구 효령로 434 (서초동),"소고기구이, 소갈비",2,Y,Y,레드리본 선정 서울 2025 선정
미우야,서울특별시 서초구 강남대로23길 90 (양재동) 기정빌딩 1층,"소바, 일식우동",2,Y,Y,레드리본 선정 서울 2025 선정
한성칼국수,서울특별시 강남구 언주로148길 14 (논현동) 청호상가빌딩 가동 2층,"일반한식, 칼국수",2,N,Y,서울 2025 선정
새벽집,서울특별시 강남구 도산대로101길 6 (청담동),"선지해장국, 샤브샤브, 소고기구이",2,N,Y,서울 2025 선정
만두집,서울특별시 강남구 압구정로 338 (신사동),만둣국,2,N,Y,서울 2025 선정
대려도,서울특별시 강남구 역삼로 118 (역삼동),일반중식,2,Y,Y,레드리본 선정 서울 2025 선정
외고집설렁탕,서울특별시 강남구 삼성로 555 (삼성동) 알앤텍빌딩 1층,설렁탕,2,N,Y,서울 2025 선정
정인면옥,서울특별시 영등포구 국회대로76길 10 (여의도동) 기독교침례회총회빌딩 1층,"평양냉면, 만두, 수육",2,N,Y,서울 2025 선정
커피몽타주,서울특별시 강동구 올림픽로48길 23-12 (성내동) 상지빌딩,커피전문점,2,N,Y,서울 2025 선정
갯바위,서울특별시 관악구 남부순환로216길 13 (봉천동),대구탕,2,N,Y,서울 2025 선정
스바루,서울특별시 서초구 방배중앙로21길 7 (방배동) 우승빌딩,소바,2,Y,Y,레드리본 선정 서울 2025 선정
시추안하우스,서울특별시 강남구 테헤란로87길 29 (삼성동) M타워 1층,사천식중식,2,Y,Y,레드리본 선정 서울 2025 선정
꼼모아,서울특별시 강남구 선릉로135길 29 (논현동) SH빌딩 1층,프렌치비스트로,2,Y,Y,레드리본 선정 서울 2025 선정
수퍼판,서울특별시 강남구 논현로167길 15 (신사동) 휴에프빌딩 2층,퓨전한식,2,Y,Y,레드리본 선정 서울 2025 선정
메종엠오,서울특별시 서초구 방배로26길 22 (방배동),"구움과자, 디저트전문점",2,N,Y,서울 2025 선정
봉피양(방이점),서울특별시 송파구 양재대로71길 1-4 (방이동),"돼지갈비, 소고기구이, 평양냉면",2,N,Y,서울 2025 선정
마얘,서울특별시 서초구 사평대로22길 14 (반포동) 토마소닉스빌딩,디저트전문점,2,N,Y,서울 2025 선정
흑산도홍어,서울특별시 서초구 방배천로 40-2 (방배동),홍어,2,N,Y,서울 2025 선정
보보식당,서울특별시 강남구 언주로174길 30 (신사동) 로빈명품관 1층 103호,일반중식,2,Y,Y,레드리본 선정 서울 2025 선정
더라운드,서울특별시 강남구 선릉로148길 37 (청담동),"일반중식, 딤섬, 북경오리",2,Y,Y,레드리본 선정 서울 2025 선정
김인복의광평(삼성본점),서울특별시 강남구 영동대로106길 45 (삼성동),평양냉면,2,N,Y,서울 2025 선정
우정,서울특별시 강남구 도산대로55길 23 (청담동),수육,2,Y,Y,레드리본 선정 서울 2025 선정
미우,서울특별시 강남구 압구정로 113-22 (압구정동) 미성상가 지하,소고기구이,2,Y,Y,레드리본 선정 서울 2025 선정
당옥,서울특별시 강남구 강남대로162길 22 (신사동),일본디저트,2,N,Y,서울 2025 선정
현우동,서울특별시 강남구 논현로149길 53 (논현동) 래성빌딩 1층,일식우동,2,Y,Y,레드리본 선정 서울 2025 선정
서관면옥,서울특별시 서초구 서초대로56길 11 (서초동),"평양냉면, 어복쟁반",2,N,Y,서울 2025 선정
아도르,서울특별시 강남구 선릉로116길 24 (삼성동) 101호,초콜릿,2,N,Y,서울 2025 선정
리알토,서울특별시 강남구 삼성로149길 13 (청담동),이탈리아식,2,Y,Y,레드리본 선정 서울 2025 선정
캐롤스,서울특별시 송파구 올림픽로 300 (신천동) 롯데월드타워앤드롯데월드몰 3층,패밀리레스토랑,2,N,Y,서울 2025 선정
덱스터,서울특별시 강남구 삼성로149길 13 (청담동) 지하 1층,"프랑스식, 와인바",2,N,Y,서울 2025 선정
마누테라스,서울특별시 강남구 양재천로 179 (도곡동),프랑스식,2,Y,Y,레드리본 선정 서울 2025 선정
갓포아키(삼성점),서울특별시 강남구 테헤란로 610 (대치동) 글래드코엑스센터 B2,갓포요리,2,N,Y,서울 2025 선정
키이로,서울특별시 강남구 강남대로 652 (신사동) 신사스퀘어 206호,"덴푸라, 텐동",2,Y,Y,레드리본 선정 서울 2025 선정
모트32서울,서울특별시 서초구 신반포로 176 (반포동) 센트럴시티 2층,홍콩식중식,2,Y,Y,레드리본 선정 서울 2025 선정
구찌오스테리아 다 마시모보투라 서울,서울특별시 강남구 압구정로 462 (청담동) 구찌그룹코리아사옥 5층,이탈리아식,2,Y,Y,레드리본 선정 서울 2025 선정
쥬안,서울특별시 강남구 도산대로75길 24 (청담동) 2층,가이세키,2,N,Y,서울 2025 선정
울프강스테이크하우스,서울특별시 강남구 선릉로152길 21 (청담동) 영인빌딩 1층,"스테이크, 미국식",2,N,Y,서울 2025 선정
앨리스청담,서울특별시 강남구 도산대로55길 47 (청담동) 지하 1층,바,2,N,Y,서울 2025 선정
썬더버드,서울특별시 강남구 압구정로60길 18 (청담동) SG DINEHILL빌딩 1층,"샐러드, 다이어트식",2,N,Y,서울 2025 선정
스시마츠모토,서울특별시 강남구 도산대로75길 24 (청담동),스시,2,N,Y,서울 2025 선정
르챔버,서울특별시 강남구 도산대로55길 42 (청담동),"칵테일바, 위스키바",2,N,Y,서울 2025 선정
더마고그릴,서울특별시 서초구 신반포로 176 (반포동) JW메리어트서울 7층,"그릴, 스테이크",2,N,Y,서울 2025 선정
가겐,서울특별시 강남구 압구정로80길 19-1 (청담동),가이세키,2,N,Y,서울 2025 선정
고래불,서울특별시 강남구 논현로79길 62 (역삼동) 백악빌딩 1층,"생선회, 고래",2,N,Y,서울 2025 선정
프로간장게장,"서울특별시 서초구 강남대로97길 7 (잠원동) 지하1, 2층, 지상 1층","게장, 꽃게",2,N,Y,서울 2025 선정
무니,서울특별시 강남구 도산대로72길 16 (청담동),가이세키,2,N,Y,서울 2025 선정
강남진해장,서울특별시 강남구 테헤란로5길 11 (역삼동),선지해장국,2,N,Y,서울 2025 선정
웨이루,서울특별시 강남구 테헤란로 521 (삼성동) 그랜드 인터컨티넨탈 서울 파르나스 34층,"북경식중식, 북경오리",2,Y,Y,레드리본 선정 서울 2025 선정
영동장어,서울특별시 강남구 언주로148길 8 (논현동),장어,2,Y,Y,레드리본 선정 서울 2025 선정
왕스덕,서울특별시 강남구 도산대로 130 (논현동) 하림빌딩 1층,"일반중식, 북경오리",2,Y,Y,레드리본 선정 서울 2025 선정
명인밥상,서울특별시 송파구 송이로 155 (가락동),"한정식, 일반한식",2,N,Y,서울 2025 선정
월화고기(보라매점),서울특별시 관악구 보라매로3길 16 (봉천동),돼지고기구이,2,Y,Y,레드리본 선정 서울 2025 선정
김영모과자점,서울특별시 서초구 효령로 403 (서초동) 서초그랑몰 102호,베이커리,2,N,Y,서울 2025 선정
스테이,서울특별시 송파구 올림픽로 300 (신천동) 잠실 시그니엘호텔 81층,프랑스식,2,N,Y,서울 2025 선정
에쌍스,서울특별시 서초구 반포대로4길 12 (서초동) 석탑빌딩 1층,프렌치비스트로,2,Y,Y,레드리본 선정 서울 2025 선정
아루히니와,서울특별시 영등포구 여의나루로 42 (여의도동) 여의도종합상가 2층,일식오마카세,2,N,Y,서울 2025 선정
마마리다이닝,서울특별시 영등포구 국제금융로 10 (여의도동) IFC몰 L3층 306호,"모던한식, 퓨전한식",2,Y,Y,레드리본 선정 서울 2025 선정
익스퀴진,서울특별시 강남구 삼성로140길 6 (청담동) 라파빌딩,프랑스식,2,N,Y,서울 2025 선정
진미평양냉면,서울특별시 강남구 학동로 305-3 (논현동),평양냉면,2,N,Y,서울 2025 선정
이수부,서울특별시 강남구 논현로57길 38 (도곡동) 102호,프랑스식,2,N,Y,서울 2025 선정
부베트,서울특별시 강남구 논현로 854 (신사동) 안다즈호텔 상업시설 1층,브런치카페,2,N,Y,서울 2025 선정
살롱뒤부케,서울특별시 강남구 도산대로81길 16-6 (청담동),"프랑스식, 와인바",2,N,Y,서울 2025 선정
한일관,서울특별시 강남구 압구정로38길 14 (신사동),"소불고기, 일반한식",2,Y,Y,레드리본 선정 서울 2025 선정
투뿔코리안스테이크하우스,서울특별시 강남구 언주로148길 19 (논현동) 청호빌딩,소고기구이,2,Y,Y,레드리본 선정 서울 2025 선정
오스테리아꼬또,서울특별시 강남구 언주로165길 7-12 (신사동),이탈리아식,2,Y,Y,레드리본 선정 서울 2025 선정
휴135다온반상,서울특별시 강남구 압구정로 165 (압구정동) 현대백화점 본점 5층,솥밥,2,Y,Y,레드리본 선정 서울 2025 선정
육통령,서울특별시 서초구 반포대로20길 69 (서초동) 지온빌딩 1층,"삼겹살, 돼지고기구이",2,Y,Y,레드리본 선정 서울 2025 선정
와라쿠,서울특별시 강남구 압구정로4길 13-7 (신사동),쿠시야키,2,Y,Y,레드리본 선정 서울 2025 선정
우오보,서울특별시 강남구 논현로26길 8 (도곡동),파스타,2,Y,Y,레드리본 선정 서울 2025 선정
은화계,서울특별시 강남구 도산대로 152 (논현동) 영동빌딩 1층,닭구이,2,Y,Y,레드리본 선정 서울 2025 선정
곰바위,서울특별시 강남구 영동대로115길 10 (삼성동),"소고기구이, 소곱창",2,Y,Y,레드리본 선정 서울 2025 선정
벽제갈비,서울특별시 송파구 양재대로71길 1-4 (방이동),"소갈비, 소고기구이",2,Y,Y,레드리본 선정 서울 2025 선정
현복집,서울특별시 강남구 도산대로50길 14 (논현동) 동아빌딩 1층,복,2,N,Y,서울 2025 선정
따뚱,서울특별시 서초구 강남대로107길 6 (잠원동) 더리버사이드호텔 2층,"북경식중식, 일반중식, 북경오리",2,N,Y,서울 2025 선정
가담,서울특별시 강남구 언주로167길 35 (신사동) 옥산빌딩1층,일반중식,2,Y,Y,레드리본 선정 서울 2025 선정
더그레이트홍연,서울특별시 강남구 테헤란로 231 (역삼동) 조선팰리스 강남 웨스트동 36층,광동식중식,2,Y,Y,레드리본 선정 서울 2025 선정
페리지,서울특별시 강남구 봉은사로68길 6-5 (삼성동) 1충,파스타,2,N,Y,서울 2025 선정
스시하네,서울특별시 강남구 언주로172길 14 (신사동),스시,2,N,Y,서울 2025 선정
드레스덴그린,서울특별시 강남구 도산대로 420 (청담동) 청담 스퀘어 B동 2층,컨템포러리,2,N,Y,서울 2025 선정
모던눌랑(잠실점),서울특별시 송파구 잠실로 209 (신천동) KT송파빌딩 호텔동 B1,일반중식,2,Y,Y,레드리본 선정 서울 2025 선정
더이탈리안클럽,서울특별시 송파구 잠실로 209 (신천동) 소피텔엠버서더 서울 2층,이탈리아식,2,Y,Y,레드리본 선정 서울 2025 선정
제스트,서울특별시 강남구 도산대로55길 26 (청담동) 하늘빌딩 1층,칵테일바,2,N,Y,서울 2025 선정
김씨부인,서울특별시 서초구 서래로1길 8 (반포동) 트윈빌 2층,"한식디저트, 한과",2,N,Y,서울 2025 선정
밀갸또,서울특별시 서초구 서초대로58길 37 (서초동) 우창빌라,"마카롱, 디저트전문점",2,N,Y,서울 2025 선정
오와이,서울특별시 강남구 선릉로148길 48-12 (청담동) 지하 1층,프랑스식,2,Y,Y,레드리본 선정 서울 2025 선정
